price,z,table,depth,clarity,y,color,cut,carat,x
1238,3.23,61.0,64.6,SI1,4.95,D,Fair,0.5,5.05
1239,3.19,55.0,62.5,SI2,5.14,D,Ideal,0.5,5.07
1239,3.17,56.0,62.4,SI2,5.1,D,Ideal,0.5,5.06
1239,2.94,65.0,56.3,VS2,5.24,H,Good,0.5,5.21
1239,3.15,57.0,61.6,SI2,5.13,D,Ideal,0.5,5.1
1239,2.97,54.0,63.1,IF,4.73,G,Ideal,0.4,4.69
1239,2.95,55.0,61.8,IF,4.79,G,Ideal,0.4,4.75
1239,2.66,56.0,60.4,IF,4.38,E,Ideal,0.31,4.43
1240,2.95,56.0,62.0,VVS2,4.77,I,Ideal,0.4,4.74
1240,2.93,56.0,61.4,VVS2,4.79,I,Ideal,0.4,4.76
1240,3.1,56.0,62.4,VS2,4.98,D,Ideal,0.46,4.95
1240,2.91,56.0,61.1,VS2,4.78,G,Ideal,0.4,4.74
1240,2.95,56.0,62.0,VS2,4.78,G,Ideal,0.4,4.73
1240,2.74,55.0,60.8,IF,4.53,F,Ideal,0.33,4.49
1240,2.74,56.0,61.2,IF,4.49,F,Ideal,0.33,4.47
1240,2.75,55.0,61.3,IF,4.5,F,Ideal,0.33,4.47
1240,3.15,57.0,62.4,SI2,5.03,E,Ideal,0.5,5.07
1240,3.16,57.0,62.5,SI2,5.04,E,Ideal,0.5,5.07
1240,3.13,58.0,61.4,SI2,5.09,E,Premium,0.5,5.11
1240,3.14,57.0,61.4,SI2,5.09,E,Ideal,0.5,5.14
1240,3.08,59.0,59.5,SI2,5.16,E,Premium,0.5,5.19
1240,3.14,58.0,61.7,SI2,5.06,E,Premium,0.5,5.12
1240,3.13,56.0,61.3,SI2,5.08,E,Premium,0.5,5.13
1240,3.17,57.0,62.5,SI1,5.05,G,Ideal,0.5,5.09
1240,2.86,64.0,56.8,VVS1,4.99,H,Good,0.45,5.08
1240,3.08,59.0,59.8,VS2,5.14,G,Premium,0.49,5.16
1241,3.02,63.0,61.7,VS1,4.91,E,Good,0.45,4.88
1241,2.92,62.0,61.2,VVS1,4.76,E,Premium,0.41,4.78
1241,2.98,59.0,62.8,VVS2,4.73,D,Premium,0.42,4.76
1242,3.2,55.0,63.0,VS1,5.09,I,Very Good,0.5,5.07
1243,3.09,58.0,62.2,VS2,4.99,E,Very Good,0.46,4.95
1243,3.03,60.1,60.0,VS1,5.06,F,Good,0.47,5.04
1243,2.99,60.2,59.0,VS1,5.09,F,Good,0.47,5.04
1243,2.79,56.0,62.0,IF,4.49,E,Ideal,0.34,4.51
1243,2.76,56.0,61.7,IF,4.46,E,Ideal,0.34,4.48
1243,2.95,56.0,61.6,VVS2,4.78,E,Ideal,0.41,4.8
1243,3.18,59.0,63.4,SI2,5.0,D,Very Good,0.5,5.03
1243,3.18,56.0,63.2,SI2,5.01,D,Very Good,0.5,5.05
1243,2.95,55.0,61.8,IF,4.76,H,Ideal,0.41,4.79
1243,2.97,54.0,62.9,IF,4.71,H,Ideal,0.41,4.74
1243,2.95,56.0,62.1,IF,4.74,H,Ideal,0.41,4.76
1243,2.9,57.0,60.0,VVS2,4.81,E,Ideal,0.41,4.85
1243,2.93,60.0,60.9,VVS2,4.81,E,Premium,0.41,4.82
1243,2.97,54.0,62.2,VVS2,4.76,E,Ideal,0.41,4.79
1243,2.94,56.0,61.4,VVS2,4.77,E,Ideal,0.41,4.81
1243,2.93,56.0,61.0,VVS2,4.79,E,Ideal,0.41,4.82
1243,2.96,55.0,61.5,VVS2,4.79,E,Ideal,0.41,4.83
1243,2.95,56.0,61.1,VVS2,4.8,E,Ideal,0.41,4.85
1243,2.98,54.0,62.8,VVS2,4.72,E,Ideal,0.41,4.77
1243,2.94,59.0,61.8,VVS2,4.74,E,Premium,0.41,4.78
1243,2.95,56.0,61.9,VVS2,4.75,E,Ideal,0.41,4.78
1243,2.97,56.0,62.3,VVS2,4.75,E,Ideal,0.41,4.78
1243,2.95,57.0,61.8,VVS2,4.75,E,Ideal,0.41,4.8
1243,2.91,56.0,60.9,VVS2,4.75,E,Ideal,0.41,4.81
1243,2.94,56.0,62.0,VVS2,4.72,E,Ideal,0.41,4.76
1243,3.17,56.0,62.8,SI2,5.03,D,Ideal,0.5,5.06
1243,3.13,58.0,62.6,SI2,4.96,D,Premium,0.5,5.04
1244,3.17,55.0,62.5,VS2,5.09,I,Ideal,0.5,5.05
1244,3.04,61.0,60.3,VS1,5.04,H,Premium,0.47,5.05
1245,3.09,58.0,62.6,VS2,4.96,E,Very Good,0.46,4.91
1245,3.02,55.0,62.2,IF,4.87,H,Ideal,0.43,4.84
1245,2.98,57.0,60.8,VVS2,4.92,E,Very Good,0.43,4.89
1245,3.01,57.0,62.0,VVS2,4.87,E,Ideal,0.43,4.84
1245,3.01,55.0,62.8,VVS1,4.8,G,Ideal,0.42,4.78
1245,2.89,53.7,61.9,VVS1,4.67,E,Ideal,0.38,4.66
1245,2.9,53.2,62.4,VVS1,4.66,E,Ideal,0.38,4.62
1245,3.01,55.0,61.4,VS1,4.92,I,Ideal,0.44,4.89
1245,3.02,60.5,60.2,VVS2,5.04,G,Good,0.46,4.98
1246,3.0,58.0,62.2,VS1,4.85,E,Very Good,0.44,4.8
1246,3.01,60.4,60.7,VS1,4.98,G,Good,0.45,4.94
1246,3.12,57.0,61.1,VS2,5.09,G,Ideal,0.49,5.12
1247,3.03,57.8,62.8,VS1,4.83,E,Very Good,0.42,4.8
1247,2.76,58.0,60.8,VVS1,4.53,D,Premium,0.35,4.55
1247,2.79,57.0,61.5,VVS1,4.52,D,Ideal,0.35,4.55
1248,2.95,57.0,62.5,IF,4.74,E,Ideal,0.39,4.7
1248,2.65,59.0,60.2,IF,4.39,D,Premium,0.31,4.42
1249,2.93,60.0,61.6,VVS2,4.77,E,Very Good,0.41,4.75
1249,2.98,58.0,62.9,VVS1,4.75,E,Very Good,0.41,4.72
1249,2.96,68.0,57.5,VS2,5.11,D,Fair,0.49,5.18
1250,3.13,57.0,60.6,SI1,5.14,E,Ideal,0.5,5.19
1250,2.95,55.0,62.7,VS1,4.72,E,Very Good,0.4,4.69
1250,3.17,56.0,62.8,SI1,5.06,F,Very Good,0.5,5.03
1250,3.17,59.0,62.7,SI1,5.07,F,Very Good,0.5,5.04
1250,3.11,61.0,61.2,SI1,5.1,F,Very Good,0.5,5.06
1250,3.17,60.0,62.3,SI1,5.11,F,Very Good,0.5,5.07
1250,3.14,59.0,62.2,SI1,5.03,F,Premium,0.5,5.07
1250,2.94,58.0,62.4,VS1,4.72,E,Ideal,0.4,4.7
1250,3.01,55.0,62.2,VVS2,4.83,F,Ideal,0.43,4.85
1250,2.99,57.0,61.8,VVS2,4.83,F,Ideal,0.43,4.85
1250,2.99,56.0,61.9,VVS2,4.82,F,Ideal,0.43,4.84
1250,2.98,60.0,61.6,VVS2,4.82,F,Premium,0.43,4.86
1250,3.13,57.0,61.0,SI2,5.12,D,Ideal,0.5,5.15
1250,3.17,54.0,62.3,SI2,5.06,D,Ideal,0.5,5.11
1251,3.11,58.0,61.1,VS2,5.11,F,Very Good,0.48,5.05
1251,2.69,56.0,61.1,IF,4.42,D,Ideal,0.31,4.39
1251,2.98,57.0,62.0,IF,4.82,G,Ideal,0.42,4.8
1251,3.05,57.0,62.1,VS2,4.89,E,Ideal,0.46,4.93
1252,3.07,55.0,61.5,VS2,5.01,H,Ideal,0.46,4.98
1252,2.93,56.0,61.3,VS1,4.8,E,Ideal,0.4,4.76
1252,2.66,56.0,57.8,IF,4.65,D,Good,0.32,4.55
1253,3.19,59.0,64.6,SI1,4.95,D,Fair,0.5,4.93
1253,3.0,58.0,61.6,VVS2,4.85,F,Premium,0.44,4.89
1253,3.01,55.0,60.9,VVS2,4.92,F,Ideal,0.44,4.96
1253,3.14,59.0,62.7,VS1,4.98,H,Premium,0.5,5.03
1254,2.79,59.0,56.3,VS1,4.97,D,Good,0.4,4.94
1254,2.79,56.0,61.4,IF,4.53,E,Ideal,0.35,4.56
1254,2.81,56.0,62.2,IF,4.51,E,Ideal,0.35,4.52
1254,3.1,57.0,64.0,VVS1,4.82,G,Good,0.45,4.86
1255,2.99,56.0,63.3,IF,4.75,F,Very Good,0.41,4.69
1255,3.02,57.0,62.0,IF,4.91,H,Ideal,0.44,4.87
1255,2.93,60.2,63.6,VVS2,4.62,D,Good,0.39,4.58
1257,3.1,52.0,62.9,VS1,4.95,E,Very Good,0.46,4.9
1257,2.73,56.0,60.5,VVS1,4.53,D,Ideal,0.33,4.5
1257,2.92,56.0,61.1,IF,4.79,G,Ideal,0.4,4.76
1257,2.91,57.0,61.5,IF,4.76,G,Ideal,0.4,4.72
1257,2.85,58.0,61.6,VVS1,4.61,F,Premium,0.38,4.65
1257,2.9,54.0,61.9,VVS1,4.67,F,Ideal,0.38,4.7
1257,2.87,56.0,61.9,VVS2,4.63,D,Premium,0.38,4.65
1257,2.86,57.0,61.5,VVS2,4.63,D,Ideal,0.38,4.67
1257,2.9,57.0,62.2,VVS1,4.64,F,Ideal,0.38,4.68
1257,2.83,58.0,59.2,VVS1,4.76,F,Premium,0.38,4.8
1257,2.83,62.0,60.0,VVS2,4.7,D,Premium,0.38,4.73
1257,3.22,57.0,63.5,SI1,5.05,D,Very Good,0.5,5.09
1257,2.87,56.0,61.3,VVS2,4.63,D,Ideal,0.38,4.73
1257,3.23,63.0,65.7,VS1,4.87,G,Fair,0.5,4.97
1257,3.35,56.0,67.6,VS1,4.89,G,Fair,0.5,5.02
1257,3.18,56.0,63.9,SI1,4.93,D,Good,0.5,5.02
1258,3.04,55.0,59.9,VS2,5.08,F,Very Good,0.46,5.06
1259,3.15,56.0,62.4,SI1,5.07,E,Ideal,0.5,5.03
1259,2.99,54.0,62.4,IF,4.82,G,Ideal,0.41,4.77
1259,2.96,55.0,61.6,IF,4.83,G,Ideal,0.41,4.78
1259,2.96,56.0,61.7,IF,4.81,G,Ideal,0.41,4.78
1259,3.03,65.0,59.3,VS2,5.12,G,Good,0.5,5.1
1259,3.13,62.0,61.8,SI1,5.08,E,Good,0.5,5.05
1260,3.0,57.0,61.5,VVS1,4.9,F,Ideal,0.44,4.86
1261,2.95,55.0,62.9,IF,4.7,F,Very Good,0.4,4.68
1261,2.96,59.0,60.3,VVS1,4.93,F,Ideal,0.43,4.89
1261,2.95,55.0,61.8,IF,4.8,F,Ideal,0.4,4.74
1261,3.08,56.0,61.7,VS2,4.98,E,Ideal,0.47,5.01
1261,3.07,57.0,59.2,VS2,5.16,F,Premium,0.49,5.21
1262,2.91,60.0,59.4,VVS2,4.91,E,Very Good,0.42,4.88
1262,3.17,58.0,62.8,VS2,5.07,H,Very Good,0.5,5.03
1262,2.97,60.9,57.8,VS1,5.19,G,Good,0.48,5.12
1262,2.99,61.8,60.1,VS1,4.98,F,Good,0.45,4.96
1262,3.1,56.0,63.2,VS2,4.89,D,Very Good,0.46,4.92
1262,3.06,60.0,60.1,SI2,5.05,E,Premium,0.5,5.13
1263,2.96,57.0,62.5,VVS1,4.75,F,Ideal,0.4,4.72
1263,2.92,56.0,61.7,VVS1,4.75,F,Ideal,0.4,4.72
1263,2.89,59.0,60.8,VVS1,4.76,F,Premium,0.4,4.74
1263,2.88,59.0,60.4,VVS2,4.77,D,Premium,0.4,4.76
1263,2.91,56.0,61.3,VVS1,4.76,F,Ideal,0.4,4.73
1263,2.98,58.0,60.1,VVS1,4.97,G,Very Good,0.45,4.95
1263,2.96,54.0,62.2,VVS2,4.77,D,Very Good,0.4,4.75
1263,2.94,56.0,61.9,VVS2,4.76,D,Ideal,0.4,4.74
1263,2.91,59.0,61.1,VVS1,4.78,F,Premium,0.4,4.75
1263,2.89,60.0,60.7,VVS2,4.78,D,Premium,0.4,4.74
1263,2.91,57.0,61.9,VVS1,4.71,F,Very Good,0.4,4.69
1263,2.93,56.0,62.0,VVS2,4.74,D,Ideal,0.4,4.71
1263,2.91,59.0,60.8,VVS2,4.81,D,Premium,0.4,4.76
1263,3.01,58.0,60.8,VVS1,4.98,G,Premium,0.45,4.92
1263,2.9,56.0,60.7,VVS1,4.79,F,Ideal,0.4,4.77
504,2.66,55.0,62.9,VS1,4.25,D,Very Good,0.29,4.21
504,2.55,62.0,59.9,VVS1,4.28,H,Very Good,0.28,4.23
504,2.56,60.0,60.2,VVS2,4.26,G,Premium,0.28,4.24
504,2.58,58.0,61.5,VVS1,4.22,H,Very Good,0.28,4.17
504,2.81,58.0,62.4,SI1,4.54,H,Premium,0.35,4.47
504,2.8,55.0,61.3,SI1,4.58,H,Very Good,0.35,4.55
504,2.84,57.0,63.2,SI1,4.51,H,Good,0.35,4.48
504,2.62,57.0,61.7,VS1,4.26,D,Ideal,0.29,4.23
504,2.86,54.0,63.3,SI1,4.53,H,Good,0.35,4.51
505,2.44,55.0,61.2,VVS2,4.01,F,Very Good,0.23,3.97
505,2.38,61.0,60.4,VVS2,3.95,F,Very Good,0.23,3.93
505,2.48,57.0,63.3,VVS2,3.93,F,Very Good,0.23,3.91
505,2.47,57.0,62.9,VVS2,3.95,F,Very Good,0.23,3.9
505,2.43,61.0,61.6,VVS2,3.97,E,Very Good,0.23,3.92
505,2.4,60.0,60.6,VVS2,3.99,E,Very Good,0.23,3.93
505,2.47,59.0,62.6,VVS2,3.96,E,Very Good,0.23,3.93
505,2.44,60.0,61.2,VVS2,4.0,E,Very Good,0.23,3.97
505,2.44,60.0,61.9,VVS2,3.96,E,Very Good,0.23,3.93
505,2.39,61.0,60.8,VVS2,3.94,E,Very Good,0.23,3.91
505,2.45,57.0,61.3,VVS2,4.02,E,Very Good,0.23,3.97
505,2.48,58.0,64.1,VVS2,3.89,E,Very Good,0.23,3.85
505,2.41,62.0,61.4,VVS2,3.95,E,Very Good,0.23,3.9
505,2.44,55.0,62.3,VVS2,3.93,E,Very Good,0.23,3.9
505,2.46,55.0,62.7,VVS2,3.95,E,Very Good,0.23,3.9
505,2.42,59.0,61.1,VVS2,3.98,E,Very Good,0.23,3.94
505,2.47,58.0,62.8,VVS2,3.94,E,Very Good,0.23,3.92
1263,2.92,56.0,61.3,VVS2,4.78,D,Ideal,0.4,4.75
1263,2.86,59.0,60.2,VVS1,4.76,F,Premium,0.4,4.74
1263,2.94,55.0,62.2,VVS2,4.74,D,Ideal,0.4,4.72
1264,2.96,57.0,60.5,VVS1,4.86,G,Ideal,0.43,4.92
1264,2.95,58.0,60.3,VVS1,4.87,G,Premium,0.43,4.91
1264,2.98,58.0,60.9,VVS1,4.88,G,Premium,0.43,4.91
1264,3.0,55.0,61.4,VVS1,4.86,G,Ideal,0.43,4.91
1264,2.99,59.0,62.3,VVS1,4.77,G,Premium,0.43,4.83
1264,2.99,58.0,62.2,VVS1,4.78,G,Premium,0.43,4.83
1264,2.98,59.0,62.0,VVS1,4.8,G,Premium,0.43,4.82
1264,3.0,55.0,62.0,VVS1,4.82,G,Ideal,0.43,4.85
1264,2.98,57.0,61.3,VVS1,4.85,G,Premium,0.43,4.87
1264,2.99,56.0,61.5,VVS1,4.85,G,Ideal,0.43,4.87
1264,2.99,56.0,61.6,VS1,4.85,D,Ideal,0.43,4.86
1264,3.01,55.0,61.9,VS1,4.85,D,Ideal,0.43,4.87
1264,3.02,56.0,62.1,VS1,4.85,D,Ideal,0.43,4.87
1266,2.83,54.0,62.0,VVS1,4.57,D,Ideal,0.35,4.56
1266,3.12,57.0,61.0,VS1,5.13,I,Ideal,0.5,5.11
1267,3.05,59.6,59.8,VS2,5.14,E,Very Good,0.46,5.07
1267,2.88,56.0,61.9,VVS1,4.67,E,Ideal,0.38,4.64
1267,2.9,56.0,62.4,VVS1,4.67,E,Ideal,0.38,4.64
1267,2.89,56.0,62.6,VVS1,4.64,E,Ideal,0.38,4.6
1267,2.87,58.0,61.9,VVS1,4.66,E,Premium,0.38,4.62
1267,3.01,62.0,60.9,VS2,4.96,E,Good,0.46,4.93
1268,3.09,60.7,61.5,VS1,5.05,F,Good,0.48,4.99
1269,2.96,56.0,61.1,VS1,4.86,H,Ideal,0.41,4.83
1269,2.95,57.0,61.5,IF,4.82,G,Ideal,0.41,4.78
1269,3.02,57.0,64.1,VVS2,4.73,E,Good,0.42,4.7
1270,2.86,57.0,60.7,VVS1,4.74,D,Ideal,0.38,4.69
1270,3.04,57.0,60.3,VS2,5.07,D,Ideal,0.47,5.02
1270,3.05,61.0,60.7,VS1,5.01,H,Premium,0.48,5.04
1271,2.96,56.0,63.5,IF,4.65,G,Very Good,0.39,4.67
1271,2.87,55.0,59.8,IF,4.77,G,Premium,0.39,4.84
1271,3.22,57.0,64.9,VS1,4.94,G,Fair,0.5,4.98
1272,3.18,57.0,62.7,SI1,5.08,D,Ideal,0.5,5.06
1272,3.17,58.0,62.2,SI1,5.12,D,Premium,0.5,5.08
1272,3.19,57.0,63.0,VS2,5.1,F,Very Good,0.5,5.02
1272,2.77,57.0,61.2,VVS1,4.54,D,Ideal,0.34,4.51
1272,2.79,54.0,61.8,VVS1,4.54,D,Ideal,0.34,4.49
1273,3.0,58.2,59.6,VS2,5.06,F,Very Good,0.46,4.99
1273,2.98,55.0,61.7,IF,4.82,H,Ideal,0.42,4.84
1273,2.97,56.0,61.9,IF,4.79,H,Ideal,0.42,4.81
1273,2.98,55.0,62.3,VVS2,4.76,E,Ideal,0.42,4.81
1273,2.96,56.0,61.8,VVS2,4.78,E,Ideal,0.42,4.8
1273,2.96,56.0,61.3,VVS2,4.81,E,Ideal,0.42,4.85
1274,3.06,57.0,62.3,VVS1,4.93,H,Very Good,0.45,4.9
1274,2.98,59.0,60.0,VVS2,4.99,E,Premium,0.44,4.95
1274,3.03,56.0,61.9,VVS2,4.91,E,Ideal,0.44,4.88
1274,3.03,56.0,61.8,VVS2,4.93,E,Ideal,0.44,4.88
1274,2.98,57.0,60.7,VVS2,4.92,E,Very Good,0.44,4.9
1274,3.0,57.0,60.9,VVS2,4.95,E,Ideal,0.44,4.9
1276,2.96,57.0,62.1,IF,4.77,G,Ideal,0.41,4.76
1276,2.78,55.0,61.7,IF,4.52,F,Ideal,0.34,4.49
1276,2.79,55.0,61.9,IF,4.52,F,Ideal,0.34,4.49
1276,2.76,57.0,61.4,IF,4.5,F,Ideal,0.34,4.49
1278,2.92,57.0,60.8,VVS1,4.82,E,Ideal,0.4,4.79
1279,3.18,61.0,63.5,SI1,5.03,E,Good,0.5,4.98
1279,3.18,61.0,63.0,SI1,5.07,E,Very Good,0.5,5.03
1279,2.95,60.0,55.8,VS2,5.27,F,Fair,0.5,5.31
1279,2.99,63.0,57.8,VS2,5.15,F,Good,0.5,5.2
1279,2.93,57.0,62.8,VVS1,4.68,D,Ideal,0.4,4.65
1279,3.19,54.0,62.3,VS2,5.13,H,Ideal,0.5,5.11
1279,3.18,58.0,62.2,SI2,5.08,D,Premium,0.5,5.14
1279,2.94,57.0,61.4,VVS1,4.77,E,Ideal,0.41,4.8
1279,3.15,54.0,62.4,VS2,5.03,F,Ideal,0.48,5.03
1279,3.06,60.0,61.3,VS2,4.97,F,Premium,0.48,5.01
1279,3.14,58.0,62.5,SI1,4.98,D,Premium,0.5,5.06
1279,3.14,60.0,61.3,SI1,5.1,D,Premium,0.5,5.15
1279,3.17,57.0,62.1,SI2,5.09,D,Premium,0.5,5.12
1280,2.97,57.0,61.6,IF,4.84,G,Ideal,0.43,4.81
1280,3.21,56.0,64.8,VVS2,4.99,I,Good,0.5,4.92
1280,3.31,61.0,67.0,VS1,4.91,G,Fair,0.5,4.97
1281,3.1,59.0,60.7,SI1,5.13,E,Very Good,0.5,5.09
1282,3.06,60.0,59.6,SI1,5.15,F,Premium,0.5,5.12
1282,3.18,57.0,62.7,SI1,5.09,F,Ideal,0.5,5.06
1282,3.13,56.0,59.9,SI1,5.36,F,Ideal,0.5,5.09
1282,3.16,55.0,62.2,VS1,5.11,I,Ideal,0.5,5.07
1282,2.99,60.0,60.8,VS1,4.9,E,Premium,0.45,4.94
1284,2.84,58.0,60.2,IF,4.7,F,Very Good,0.38,4.73
1286,3.1,57.0,59.9,SI1,5.16,F,Ideal,0.5,5.19
1286,2.88,58.0,59.3,VS1,4.85,D,Premium,0.41,4.87
1286,3.02,58.0,62.7,IF,4.84,G,Very Good,0.43,4.8
1286,3.19,56.0,62.7,SI1,5.05,F,Ideal,0.5,5.12
1286,3.15,56.0,61.0,SI1,5.17,F,Ideal,0.5,5.15
1286,2.99,57.0,61.7,IF,4.86,G,Ideal,0.43,4.83
1286,3.22,57.0,63.9,SI1,5.02,G,Good,0.5,5.06
1286,3.14,60.0,62.2,SI1,5.03,G,Premium,0.5,5.07
1286,3.19,59.0,62.9,SI1,5.06,G,Premium,0.5,5.09
1286,3.18,56.0,62.6,SI1,5.06,G,Premium,0.5,5.1
1286,3.21,55.0,63.6,SI1,5.03,G,Good,0.5,5.06
1286,3.15,56.0,62.1,SI1,5.05,G,Ideal,0.5,5.09
1286,3.05,63.0,60.0,SI1,5.06,G,Very Good,0.5,5.1
1286,3.1,64.0,62.5,SI1,4.93,G,Good,0.5,4.99
1286,3.14,61.0,62.8,SI1,4.99,G,Premium,0.5,5.01
1286,3.16,61.0,62.7,SI1,5.01,F,Premium,0.5,5.07
1286,3.11,60.0,61.0,SI1,5.08,F,Premium,0.5,5.11
1286,3.08,58.0,59.1,SI1,5.19,F,Premium,0.5,5.23
1286,3.07,60.0,60.3,SI2,5.07,E,Premium,0.5,5.11
1287,2.85,64.0,59.2,VVS1,4.83,F,Good,0.4,4.8
1289,3.21,55.0,63.4,SI1,5.1,E,Very Good,0.5,5.02
1289,2.86,57.0,61.2,VVS2,4.68,D,Ideal,0.38,4.66
1289,2.85,55.0,60.7,VVS2,4.71,D,Ideal,0.38,4.69
1289,2.98,56.0,61.5,IF,4.85,G,Ideal,0.42,4.84
1289,3.0,53.0,61.9,IF,4.87,G,Ideal,0.42,4.83
1289,3.01,53.0,62.6,IF,4.82,G,Ideal,0.42,4.79
1289,3.01,54.0,62.3,IF,4.85,G,Ideal,0.42,4.82
1289,3.0,53.0,62.0,IF,4.85,G,Ideal,0.42,4.83
1289,3.0,54.0,62.2,IF,4.84,G,Ideal,0.42,4.81
1289,2.76,55.0,62.1,IF,4.46,E,Ideal,0.33,4.43
1290,2.9,57.0,61.8,VVS2,4.67,D,Ideal,0.39,4.71
1290,2.83,58.0,59.7,VVS1,4.73,F,Premium,0.39,4.75
1290,2.92,57.0,62.7,VVS1,4.64,F,Premium,0.39,4.68
1290,2.92,58.0,62.9,VVS2,4.62,D,Premium,0.39,4.66
1290,2.94,57.0,63.0,VVS2,4.65,D,Premium,0.39,4.69
1290,2.86,60.0,61.1,VVS2,4.66,D,Premium,0.39,4.7
1290,2.79,61.0,58.0,IF,4.79,F,Premium,0.39,4.83
1291,2.94,59.0,59.3,VVS2,4.97,E,Very Good,0.43,4.95
1291,3.06,56.0,61.8,VS2,4.97,D,Ideal,0.46,4.93
1291,2.97,57.0,61.1,VS1,4.78,E,Ideal,0.4,4.75
1292,2.93,57.0,62.3,IF,4.71,F,Ideal,0.4,4.69
1292,2.85,56.0,62.0,VVS1,4.59,D,Ideal,0.37,4.6
1293,3.06,60.0,59.4,SI1,5.16,E,Very Good,0.5,5.14
1293,3.21,58.0,63.7,SI1,5.06,E,Very Good,0.5,5.02
1293,3.19,56.0,65.4,VS1,4.9,E,Good,0.47,4.85
1293,3.16,59.0,62.5,SI1,5.07,E,Good,0.5,5.04
1294,3.08,58.0,62.0,VS1,4.98,E,Premium,0.46,4.95
1294,3.0,60.3,58.4,VS2,5.17,E,Good,0.47,5.08
1294,3.04,61.5,58.5,VS1,5.21,F,Good,0.49,5.18
1294,3.04,60.9,59.2,VS1,5.18,F,Good,0.49,5.08
1294,2.68,58.0,60.7,VVS1,4.4,F,Premium,0.32,4.43
1294,3.0,59.0,60.9,VVS1,4.9,G,Premium,0.44,4.96
1294,3.02,55.0,61.8,VVS1,4.86,G,Ideal,0.44,4.91
1294,3.01,56.0,61.6,VVS1,4.88,G,Ideal,0.44,4.9
1294,3.03,55.0,62.3,VS1,4.84,D,Ideal,0.44,4.88
1294,3.05,58.0,58.7,VS2,5.17,F,Premium,0.48,5.22
1294,3.07,59.0,60.1,VS2,5.1,F,Premium,0.48,5.12
505,2.5,58.0,63.0,VVS2,3.99,E,Very Good,0.23,3.95
505,2.47,55.0,62.5,VVS2,3.96,E,Very Good,0.23,3.94
505,2.4,60.0,59.3,VVS2,4.1,E,Very Good,0.23,4.0
505,2.39,61.0,59.4,VVS2,4.04,E,Very Good,0.23,4.01
505,2.43,60.0,61.9,VVS2,3.95,D,Very Good,0.23,3.9
505,2.47,58.0,63.2,VVS1,3.93,F,Very Good,0.23,3.89
505,2.72,57.0,62.2,SI1,4.39,G,Very Good,0.32,4.36
505,2.46,55.0,62.4,VVS1,3.95,F,Ideal,0.23,3.94
505,2.84,54.0,61.4,SI2,4.66,G,Ideal,0.36,4.59
505,2.83,54.0,61.1,SI2,4.65,G,Ideal,0.36,4.61
505,2.86,54.0,62.3,SI2,4.61,G,Ideal,0.36,4.57
505,2.81,58.0,60.7,SI2,4.64,G,Ideal,0.36,4.62
505,2.83,55.0,61.3,SI1,4.64,I,Ideal,0.36,4.6
505,2.84,55.0,61.7,SI1,4.62,I,Ideal,0.36,4.58
505,2.47,61.0,62.8,VVS2,3.95,F,Good,0.23,3.92
505,2.48,62.0,61.2,VVS2,4.07,E,Good,0.25,4.04
505,2.44,60.0,62.2,VVS2,3.94,E,Good,0.23,3.9
505,2.71,58.0,61.9,VS2,4.39,H,Premium,0.32,4.37
505,2.67,60.0,61.0,VS2,4.41,H,Premium,0.32,4.35
505,2.73,54.0,62.4,VS1,4.39,I,Ideal,0.32,4.36
505,2.85,55.0,63.0,SI1,4.54,H,Very Good,0.36,4.51
505,2.75,58.0,62.6,VS1,4.4,I,Very Good,0.32,4.38
505,2.89,54.0,63.7,SI2,4.55,E,Good,0.36,4.52
505,2.74,57.0,63.0,VS2,4.37,H,Very Good,0.32,4.33
505,2.82,57.0,61.5,SI1,4.6,H,Ideal,0.36,4.57
505,2.72,55.0,62.0,VS2,4.4,H,Ideal,0.32,4.38
505,2.7,60.0,61.4,VS2,4.41,H,Premium,0.32,4.39
505,2.76,54.0,62.7,VS2,4.41,H,Very Good,0.32,4.39
1294,3.01,56.0,61.1,VS1,4.91,D,Ideal,0.44,4.95
1294,3.0,56.0,61.3,VS1,4.87,D,Ideal,0.44,4.92
1294,3.01,56.0,61.6,VS1,4.85,D,Ideal,0.44,4.92
1295,3.13,57.0,61.4,SI1,5.12,F,Very Good,0.5,5.08
1295,2.96,58.0,62.5,VVS2,4.75,D,Premium,0.41,4.72
1295,2.96,57.0,62.1,VVS1,4.79,F,Ideal,0.41,4.75
1295,2.97,55.0,62.3,VVS1,4.79,F,Ideal,0.41,4.74
1295,2.95,55.0,61.8,VVS1,4.78,F,Ideal,0.41,4.76
1295,2.91,56.0,60.3,VVS1,4.85,F,Ideal,0.41,4.8
1295,2.92,59.0,61.3,VVS1,4.79,F,Premium,0.41,4.73
1295,2.94,59.0,61.8,VVS1,4.77,F,Premium,0.41,4.74
1295,2.95,57.0,61.7,VVS1,4.8,F,Ideal,0.41,4.77
1295,2.95,58.0,61.8,VVS2,4.79,D,Premium,0.41,4.75
1295,2.93,56.0,60.7,VVS1,4.85,F,Ideal,0.41,4.81
1295,2.97,56.0,62.1,VVS1,4.79,F,Very Good,0.41,4.78
1295,2.96,57.0,62.3,VVS2,4.76,D,Ideal,0.41,4.74
1295,2.96,56.0,62.1,VVS2,4.78,D,Ideal,0.41,4.76
1295,2.95,55.0,62.0,VVS1,4.78,F,Ideal,0.41,4.74
1295,2.94,62.0,61.2,VVS2,4.82,D,Very Good,0.41,4.78
